"No.","Time","Source","Destination","Protocol","Length","Info"
"5716","205.946728156","52.17.55.52","192.168.8.181","TLSv1.2","2842","Ignored Unknown Record"
"5717","205.948170431","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=802442 Win=983680 Len=0 TSval=1241459509 TSecr=3456387910 SLE=807994 SRE=814934 SLE=803830 SRE=806606"
"5718","206.036848372","52.17.55.52","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  51834 [ACK] Seq=802442 Ack=1372 Win=31744 Len=1388 TSval=3456388000 TSecr=1241459507"
"5719","206.036920744","192.168.8.181","52.17.55.52","TCP","78","51834  >  443 [ACK] Seq=1372 Ack=806606 Win=986496 Len=0 TSval=1241459597 TSecr=3456388000 SLE=807994 SRE=814934"
"5720","206.036848467","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5721","206.037170112","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=806606 Win=989440 Len=0 TSval=1241459598 TSecr=3456388000 SLE=807994 SRE=816322"
"5722","206.036848526","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5723","206.037340492","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=806606 Win=992384 Len=0 TSval=1241459598 TSecr=3456388000 SLE=807994 SRE=817710"
"5724","206.046358839","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5725","206.046408713","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=806606 Win=995200 Len=0 TSval=1241459607 TSecr=3456388000 SLE=807994 SRE=819098"
"5726","206.046358905","52.17.55.52","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  51834 [ACK] Seq=806606 Ack=1372 Win=31744 Len=1388 TSval=3456388015 TSecr=1241459508"
"5727","206.046666899","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=819098 Win=998144 Len=0 TSval=1241459607 TSecr=3456388015"
"5728","206.046358943","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5729","206.046847894","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1001088 Len=0 TSval=1241459607 TSecr=3456388015"
"5730","206.066497614","52.17.55.52","192.168.8.181","TLSv1.2","1454","[TCP Previous segment not captured] , Ignored Unknown Record"
"5731","206.066543837","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1003904 Len=0 TSval=1241459627 TSecr=3456388015 SLE=821874 SRE=823262"
"5732","206.227020932","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5733","206.227105742","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1006848 Len=0 TSval=1241459788 TSecr=3456388015 SLE=821874 SRE=824650"
"5734","206.227021076","52.17.55.52","192.168.8.181","TLSv1.2","2842","Ignored Unknown Record"
"5735","206.227993735","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1012352 Len=0 TSval=1241459788 TSecr=3456388015 SLE=821874 SRE=827426"
"5736","206.227021135","52.17.55.52","192.168.8.181","TLSv1.2","2842","Ignored Unknown Record"
"5737","206.228171722","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1017984 Len=0 TSval=1241459789 TSecr=3456388015 SLE=821874 SRE=830202"
"5738","206.227021195","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5739","206.228347545","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1020800 Len=0 TSval=1241459789 TSecr=3456388015 SLE=821874 SRE=831590"
"5740","206.227021253","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5741","206.228543642","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1023744 Len=0 TSval=1241459789 TSecr=3456388015 SLE=821874 SRE=832978"
"5742","206.246684621","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5743","206.246741646","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1026560 Len=0 TSval=1241459807 TSecr=3456388015 SLE=821874 SRE=834366"
"5744","206.456351791","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5745","206.456403315","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=820486 Win=1029504 Len=0 TSval=1241460017 TSecr=3456388015 SLE=821874 SRE=835754"
"5746","206.456351935","52.17.55.52","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  51834 [ACK] Seq=820486 Ack=1372 Win=31744 Len=1388 TSval=3456388285 TSecr=1241459788"
"5747","206.456602639","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=835754 Win=1032448 Len=0 TSval=1241460017 TSecr=3456388285"
"5748","206.456351961","52.17.55.52","192.168.8.181","TLSv1.2","2842","[TCP Previous segment not captured] , Ignored Unknown Record"
"5749","206.456692944","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=835754 Win=1037952 Len=0 TSval=1241460017 TSecr=3456388285 SLE=837142 SRE=839918"
"5750","206.457047142","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5751","206.457057813","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=835754 Win=1040896 Len=0 TSval=1241460018 TSecr=3456388285 SLE=837142 SRE=841306"
"5752","206.726980207","52.17.55.52","192.168.8.181","TLSv1.2","5618","Ignored Unknown Record"
"5753","206.727033412","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=835754 Win=1051904 Len=0 TSval=1241460287 TSecr=3456388285 SLE=837142 SRE=846858"
"5754","206.728161277","52.17.55.52","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  51834 [ACK] Seq=835754 Ack=1372 Win=31744 Len=1388 TSval=3456388625 TSecr=1241460018"
"5755","206.728195372","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=846858 Win=1054848 Len=0 TSval=1241460289 TSecr=3456388625"
"5756","206.828294844","52.17.55.52","192.168.8.181","TLSv1.2","2842","[TCP Previous segment not captured] , Ignored Unknown Record"
"5757","206.828355246","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=846858 Win=1060352 Len=0 TSval=1241460389 TSecr=3456388625 SLE=848246 SRE=851022"
"5758","206.868995218","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5759","206.869055177","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=846858 Win=1063296 Len=0 TSval=1241460429 TSecr=3456388625 SLE=848246 SRE=852410"
"5760","206.918237960","52.17.55.52","192.168.8.181","TLSv1.2","1454","[TCP Previous segment not captured] , Ignored Unknown Record"
"5761","206.918288603","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=846858 Win=1066240 Len=0 TSval=1241460479 TSecr=3456388625 SLE=853798 SRE=855186 SLE=848246 SRE=852410"
"5762","207.629229289","52.17.55.52","192.168.8.181","TCP","1454","[TCP Retransmission] 443  >  51834 [ACK] Seq=846858 Ack=1372 Win=31744 Len=1388 TSval=3456389578 TSecr=1241460479"
"5763","207.629294169","192.168.8.181","52.17.55.52","TCP","78","51834  >  443 [ACK] Seq=1372 Ack=852410 Win=1069056 Len=0 TSval=1241461190 TSecr=3456389578 SLE=853798 SRE=855186"
"5764","207.797802483","52.17.55.52","192.168.8.181","TCP","1454","[TCP Retransmission] 443  >  51834 [ACK] Seq=852410 Ack=1372 Win=31744 Len=1388 TSval=3456389740 TSecr=1241461190"
"5765","207.797893738","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=855186 Win=1072000 Len=0 TSval=1241461358 TSecr=3456389740"
"5766","207.797802596","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5767","207.798115593","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=856574 Win=1074944 Len=0 TSval=1241461359 TSecr=3456389740"
"5768","207.908913806","52.17.55.52","192.168.8.181","TLSv1.2","1454","[TCP Previous segment not captured] , Ignored Unknown Record"
"5769","207.908990057","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=856574 Win=1077760 Len=0 TSval=1241461469 TSecr=3456389740 SLE=859350 SRE=860738"
"5770","208.072477200","192.168.8.197","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5771","208.380300063","192.168.8.197","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5772","208.418066238","52.17.55.52","192.168.8.181","TCP","1454","[TCP Retransmission] 443  >  51834 [ACK] Seq=856574 Ack=1372 Win=31744 Len=1388 TSval=3456390274 TSecr=1241461469"
"5773","208.418129578","192.168.8.181","52.17.55.52","TCP","78","51834  >  443 [ACK] Seq=1372 Ack=857962 Win=1080704 Len=0 TSval=1241461979 TSecr=3456390274 SLE=859350 SRE=860738"
"5774","208.518083680","52.17.55.52","192.168.8.181","TLSv1.2","2842","[TCP Previous segment not captured] , Ignored Unknown Record"
"5775","208.518123587","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=857962 Win=1086208 Len=0 TSval=1241462079 TSecr=3456390274 SLE=862126 SRE=864902 SLE=859350 SRE=860738"
"5776","208.687831154","192.168.8.197","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5777","208.768118843","52.17.55.52","192.168.8.181","TCP","1454","[TCP Retransmission] 443  >  51834 [ACK] Seq=860738 Ack=1372 Win=31744 Len=1388 TSval=3456390725 TSecr=1241462079"
"5778","208.768195131","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=857962 Win=1089152 Len=0 TSval=1241462329 TSecr=3456390274 SLE=859350 SRE=864902"
"5779","208.969953328","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5780","208.969991542","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=857962 Win=1091968 Len=0 TSval=1241462530 TSecr=3456390274 SLE=859350 SRE=866290"
"5781","209.188655403","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5782","209.188709359","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=857962 Win=1094912 Len=0 TSval=1241462749 TSecr=3456390274 SLE=859350 SRE=867678"
"5783","209.368853825","52.17.55.52","192.168.8.181","TCP","1454","[TCP Retransmission] 443  >  51834 [ACK] Seq=857962 Ack=1372 Win=31744 Len=1388 TSval=3456391270 TSecr=1241462530"
"5784","209.368940338","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=867678 Win=1097856 Len=0 TSval=1241462929 TSecr=3456391270"
"5785","209.458512419","52.17.55.52","192.168.8.181","TLSv1.2","2842","Ignored Unknown Record"
"5786","209.458571250","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=870454 Win=1103360 Len=0 TSval=1241463019 TSecr=3456391420"
"5787","209.458512513","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5788","209.458829394","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=871842 Win=1106304 Len=0 TSval=1241463019 TSecr=3456391420"
"5789","209.638501148","52.17.55.52","192.168.8.181","TLSv1.2","2842","Ignored Unknown Record"
"5790","209.638552179","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=874618 Win=1111808 Len=0 TSval=1241463199 TSecr=3456391600"
"5791","209.638501225","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5792","209.638787309","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=876006 Win=1114752 Len=0 TSval=1241463199 TSecr=3456391600"
"5793","209.668829544","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5794","209.668881032","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=877394 Win=1117568 Len=0 TSval=1241463229 TSecr=3456391625"
"5795","209.860062893","52.17.55.52","192.168.8.181","TCP","2842","443  >  51834 [ACK] Seq=877394 Ack=1372 Win=31744 Len=2776 TSval=3456391825 TSecr=1241463199 [TCP segment of a reassembled PDU]"
"5796","209.860124369","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=880170 Win=1123200 Len=0 TSval=1241463421 TSecr=3456391825"
"5797","209.860062981","52.17.55.52","192.168.8.181","TCP","2842","443  >  51834 [ACK] Seq=880170 Ack=1372 Win=31744 Len=2776 TSval=3456391825 TSecr=1241463229 [TCP segment of a reassembled PDU]"
"5798","209.860365719","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=882946 Win=1128704 Len=0 TSval=1241463421 TSecr=3456391825"
"5799","210.018882054","52.17.55.52","192.168.8.181","TCP","4230","443  >  51834 [ACK] Seq=882946 Ack=1372 Win=31744 Len=4164 TSval=3456391960 TSecr=1241463421 [TCP segment of a reassembled PDU]"
"5800","210.018943618","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=887110 Win=1137024 Len=0 TSval=1241463579 TSecr=3456391960"
"5801","210.018882195","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=887110 Ack=1372 Win=31744 Len=1388 TSval=3456391965 TSecr=1241463421 [TCP segment of a reassembled PDU]"
"5802","210.019187144","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=888498 Win=1139968 Len=0 TSval=1241463580 TSecr=3456391965"
"5803","210.020495465","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=888498 Ack=1372 Win=31744 Len=1388 TSval=3456391965 TSecr=1241463421 [TCP segment of a reassembled PDU]"
"5804","210.020515562","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=889886 Win=1142784 Len=0 TSval=1241463581 TSecr=3456391965"
"5805","210.408804881","52.17.55.52","192.168.8.181","TCP","2842","443  >  51834 [ACK] Seq=889886 Ack=1372 Win=31744 Len=2776 TSval=3456392260 TSecr=1241463579 [TCP segment of a reassembled PDU]"
"5806","210.408855202","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=892662 Win=1148416 Len=0 TSval=1241463969 TSecr=3456392260"
"5807","210.408804954","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=892662 Ack=1372 Win=31744 Len=1388 TSval=3456392260 TSecr=1241463581 [TCP segment of a reassembled PDU]"
"5808","210.409026675","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=894050 Win=1151232 Len=0 TSval=1241463969 TSecr=3456392260"
"5809","210.409656052","52.17.55.52","192.168.8.181","TCP","2842","443  >  51834 [ACK] Seq=894050 Ack=1372 Win=31744 Len=2776 TSval=3456392260 TSecr=1241463581 [TCP segment of a reassembled PDU]"
"5810","210.409676510","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=896826 Win=1156864 Len=0 TSval=1241463970 TSecr=3456392260"
"5811","210.906499262","52.17.55.52","192.168.8.181","TCP","2842","443  >  51834 [ACK] Seq=896826 Ack=1372 Win=31744 Len=2776 TSval=3456392485 TSecr=1241463969 [TCP segment of a reassembled PDU]"
"5812","210.906541747","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=899602 Win=1162368 Len=0 TSval=1241464467 TSecr=3456392485"
"5813","210.906499363","52.17.55.52","192.168.8.181","TCP","2842","443  >  51834 [ACK] Seq=899602 Ack=1372 Win=31744 Len=2776 TSval=3456392485 TSecr=1241463970 [TCP segment of a reassembled PDU]"
"5814","210.906790127","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=902378 Win=1167872 Len=0 TSval=1241464467 TSecr=3456392485"
"5815","210.969164081","52.17.55.52","192.168.8.181","TCP","1454","[TCP Previous segment not captured] 443  >  51834 [ACK] Seq=903766 Ack=1372 Win=31744 Len=1388 TSval=3456392928 TSecr=1241463970 [TCP segment of a reassembled PDU]"
"5816","210.969216719","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=902378 Win=1170816 Len=0 TSval=1241464530 TSecr=3456392485 SLE=903766 SRE=905154"
"5817","211.194008230","52.17.55.52","192.168.8.181","TCP","4230","443  >  51834 [ACK] Seq=905154 Ack=1372 Win=31744 Len=4164 TSval=3456393095 TSecr=1241464467 [TCP segment of a reassembled PDU]"
"5818","211.194053415","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=902378 Win=1179136 Len=0 TSval=1241464754 TSecr=3456392485 SLE=903766 SRE=909318"
"5819","211.194008318","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=909318 Ack=1372 Win=31744 Len=1388 TSval=3456393095 TSecr=1241464467 [TCP segment of a reassembled PDU]"
"5820","211.194227977","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=902378 Win=1182080 Len=0 TSval=1241464755 TSecr=3456392485 SLE=903766 SRE=910706"
"5821","211.211264777","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=910706 Ack=1372 Win=31744 Len=1388 TSval=3456393120 TSecr=1241464530 [TCP segment of a reassembled PDU]"
"5822","211.211328045","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=902378 Win=1184896 Len=0 TSval=1241464772 TSecr=3456392485 SLE=903766 SRE=912094"
"5823","211.500523594","52.17.55.52","192.168.8.181","TCP","1454","[TCP Retransmission] 443  >  51834 [ACK] Seq=902378 Ack=1372 Win=31744 Len=1388 TSval=3456393465 TSecr=1241464754"
"5824","211.500620199","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=912094 Win=1187840 Len=0 TSval=1241465061 TSecr=3456393465"
"5825","211.500523674","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=912094 Ack=1372 Win=31744 Len=1388 TSval=3456393465 TSecr=1241464754 [TCP segment of a reassembled PDU]"
"5826","211.500842452","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=913482 Win=1190784 Len=0 TSval=1241465061 TSecr=3456393465"
"5827","211.519519224","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=913482 Ack=1372 Win=31744 Len=1388 TSval=3456393470 TSecr=1241464755 [TCP segment of a reassembled PDU]"
"5828","211.519561814","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=914870 Win=1193600 Len=0 TSval=1241465080 TSecr=3456393470"
"5829","211.741278164","52.17.55.52","192.168.8.181","TCP","2842","[TCP Previous segment not captured] 443  >  51834 [ACK] Seq=916258 Ack=1372 Win=31744 Len=2776 TSval=3456393705 TSecr=1241465061 [TCP segment of a reassembled PDU]"
"5830","211.741332663","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=914870 Win=1199232 Len=0 TSval=1241465302 TSecr=3456393470 SLE=916258 SRE=919034"
"5831","211.741278255","52.17.55.52","192.168.8.181","TCP","1454","[TCP Previous segment not captured] 443  >  51834 [ACK] Seq=920422 Ack=1372 Win=31744 Len=1388 TSval=3456393705 TSecr=1241465080 [TCP segment of a reassembled PDU]"
"5832","211.741552073","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=914870 Win=1202048 Len=0 TSval=1241465302 TSecr=3456393470 SLE=920422 SRE=921810 SLE=916258 SRE=919034"
"5833","211.862202629","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=921810 Ack=1372 Win=31744 Len=1388 TSval=3456393805 TSecr=1241465302 [TCP segment of a reassembled PDU]"
"5834","211.862262397","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=914870 Win=1204992 Len=0 TSval=1241465423 TSecr=3456393470 SLE=920422 SRE=923198 SLE=916258 SRE=919034"
"5835","211.862202745","52.17.55.52","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  51834 [ACK] Seq=914870 Ack=1372 Win=31744 Len=1388 TSval=3456393805 TSecr=1241465302 [TCP segment of a reassembled PDU]"
"5836","211.862575194","192.168.8.181","52.17.55.52","TCP","78","51834  >  443 [ACK] Seq=1372 Ack=919034 Win=1207936 Len=0 TSval=1241465423 TSecr=3456393805 SLE=920422 SRE=923198"
"5837","212.970200239","52.17.55.52","192.168.8.181","TCP","1454","[TCP Retransmission] 443  >  51834 [ACK] Seq=919034 Ack=1372 Win=31744 Len=1388 TSval=3456394796 TSecr=1241465423"
"5838","212.970295467","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=923198 Win=1210752 Len=0 TSval=1241466531 TSecr=3456394796"
"5839","213.152842797","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=923198 Ack=1372 Win=31744 Len=1388 TSval=3456395085 TSecr=1241466531 [TCP segment of a reassembled PDU]"
"5840","213.152901505","192.168.8.181","52.17.55.52","TCP","66","51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1213696 Len=0 TSval=1241466713 TSecr=3456395085"
"5841","213.152842909","52.17.55.52","192.168.8.181","TCP","1454","[TCP Previous segment not captured] 443  >  51834 [ACK] Seq=925974 Ack=1372 Win=31744 Len=1388 TSval=3456395085 TSecr=1241466531 [TCP segment of a reassembled PDU]"
"5842","213.153190869","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1216512 Len=0 TSval=1241466714 TSecr=3456395085 SLE=925974 SRE=927362"
"5843","213.152842970","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=927362 Ack=1372 Win=31744 Len=1388 TSval=3456395085 TSecr=1241466531 [TCP segment of a reassembled PDU]"
"5844","213.153468235","192.168.8.181","52.17.55.52","TCP","78","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1219456 Len=0 TSval=1241466714 TSecr=3456395085 SLE=925974 SRE=928750"
"5845","213.290139245","52.17.55.52","192.168.8.181","TCP","1454","[TCP Previous segment not captured] 443  >  51834 [ACK] Seq=930138 Ack=1372 Win=31744 Len=1388 TSval=3456395250 TSecr=1241466714 [TCP segment of a reassembled PDU]"
"5846","213.290191666","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1222400 Len=0 TSval=1241466851 TSecr=3456395085 SLE=930138 SRE=931526 SLE=925974 SRE=928750"
"5847","213.290139375","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=931526 Ack=1372 Win=31744 Len=1388 TSval=3456395255 TSecr=1241466714 [TCP segment of a reassembled PDU]"
"5848","213.290407544","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1225216 Len=0 TSval=1241466851 TSecr=3456395085 SLE=930138 SRE=932914 SLE=925974 SRE=928750"
"5849","213.460898271","52.17.55.52","192.168.8.181","TCP","2842","443  >  51834 [ACK] Seq=932914 Ack=1372 Win=31744 Len=2776 TSval=3456395410 TSecr=1241466851 [TCP segment of a reassembled PDU]"
"5850","213.460949995","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1230848 Len=0 TSval=1241467021 TSecr=3456395085 SLE=930138 SRE=935690 SLE=925974 SRE=928750"
"5851","213.551139413","52.17.55.52","192.168.8.181","TCP","1454","443  >  51834 [ACK] Seq=935690 Ack=1372 Win=31744 Len=1388 TSval=3456395505 TSecr=1241467021 [TCP segment of a reassembled PDU]"
"5852","213.551198247","192.168.8.181","52.17.55.52","TCP","86","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1233664 Len=0 TSval=1241467112 TSecr=3456395085 SLE=930138 SRE=937078 SLE=925974 SRE=928750"
"5853","213.670720042","52.17.55.52","192.168.8.181","TLSv1.2","1454","[TCP Previous segment not captured] , Ignored Unknown Record"
"5854","213.670783560","192.168.8.181","52.17.55.52","TCP","94","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1236608 Len=0 TSval=1241467231 TSecr=3456395085 SLE=938466 SRE=939854 SLE=930138 SRE=937078 SLE=925974 SRE=928750"
"5855","213.880313546","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5856","213.880348901","192.168.8.181","52.17.55.52","TCP","94","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1239552 Len=0 TSval=1241467441 TSecr=3456395085 SLE=938466 SRE=941242 SLE=930138 SRE=937078 SLE=925974 SRE=928750"
"5857","214.170872236","52.17.55.52","192.168.8.181","TLSv1.2","1454","Ignored Unknown Record"
"5858","214.170918776","192.168.8.181","52.17.55.52","TCP","94","[TCP Window Update] 51834  >  443 [ACK] Seq=1372 Ack=924586 Win=1242368 Len=0 TSval=1241467731 TSecr=3456395085 SLE=938466 SRE=942630 SLE=930138 SRE=937078 SLE=925974 SRE=928750"
"5859","214.252383669","52.17.55.52","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  51834 [ACK] Seq=924586 Ack=1372 Win=31744 Len=1388 TSval=3456396092 TSecr=1241467441 [TCP segment of a reassembled PDU]"
"5860","214.252439131","192.168.8.181","52.17.55.52","TCP","86","51834  >  443 [ACK] Seq=1372 Ack=928750 Win=1245312 Len=0 TSval=1241467813 TSecr=3456396092 SLE=938466 SRE=942630 SLE=930138 SRE=937078"
"5861","214.390847018","52.17.55.52","192.168.8.181","TCP","1454","[TCP Retransmission] 443  >  51834 [ACK] Seq=928750 Ack=1372 Win=31744 Len=1388 TSval=3456396315 TSecr=1241467813"
"5862","214.390926747","192.168.8.181","52.17.55.52","TCP","78","51834  >  443 [ACK] Seq=1372 Ack=937078 Win=1248128 Len=0 TSval=1241467951 TSecr=3456396315 SLE=938466 SRE=942630"
